language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
python,Python/SmellyUnannotated/Chef.py,Chef,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Chef.py,Chef,Refused Bequest,Object-Orientation Abusers,refused_bequest,,,,Method is meant for inheritance but is empty
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Chef.py,Chef,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Chef.py,Chef,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Chef.py,Chef,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Chef.py,Chef,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Chef.py,Chef,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Chef.py,Chef,Duplicate Code,Dispensables,duplicate_method,,,,Repeated functionality with identical operations on the same attribute
python,Python/SmellyUnannotated/Chef.py,Chef,Inappropriate Intimacy,Couplers,access_internal_details,,,,Accesses internal details of the `Pizza` object directly
python,Python/SmellyUnannotated/Chef.py,Chef,Message Chains,Couplers,chain_of_methods,,,,Excessive method chaining (`self.clean_kitchen()`)
python,Python/SmellyUnannotated/Chef.py,Chef,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Chef.py,Chef,Long Method,Bloaters,long_method,,,,"Performs multiple actions in a single method, reducing readability"
python,Python/SmellyUnannotated/Customer.py,Customer,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: ordering, complaints, contact updates, notifications, and discounts"
python,Python/SmellyUnannotated/Customer.py,Customer,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `frequent_customer_discount` instead of a more expressive construct
python,Python/SmellyUnannotated/Customer.py,Customer,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`first_name`, `last_name`, `address`, `phone_number`, `email`) should be encapsulated"
python,Python/SmellyUnannotated/Customer.py,Customer,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`pizza_type`, `size`, `crust_type`, etc.)"
python,Python/SmellyUnannotated/Customer.py,Customer,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Customer.py,Customer,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Customer.py,Customer,Refused Bequest,Object-Orientation Abusers,refused_bequest,,,,Method is meant for inheritance but is empty
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Customer.py,Customer,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Customer.py,Customer,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Customer.py,Customer,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Customer.py,Customer,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Customer.py,Customer,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Customer.py,Customer,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Customer.py,Customer,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Customer.py,Customer,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Customer.py,Customer,Duplicate Code,Dispensables,duplicate_complaint,,,,Repeated functionality with identical operations on the same attribute
python,Python/SmellyUnannotated/Customer.py,Customer,Feature Envy,Couplers,order_pizza,,,,Excessive reliance on another class (`pizza_shop`) for core functionality
python,Python/SmellyUnannotated/Customer.py,Customer,Inappropriate Intimacy,Couplers,complain,,,,Accessing another object's internal details (`self.pizza_shop.casher.chef.clean_kitchen()`)
python,Python/SmellyUnannotated/Customer.py,Customer,Message Chains,Couplers,chain_of_methods,,,,Excessive method chaining (`self.pizza_shop.casher.chef.clean_kitchen()`)
python,Python/SmellyUnannotated/Customer.py,Customer,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Customer.py,Customer,Long Method,Bloaters,long_complaint_method,,,,"Performs multiple actions in a single method, reducing readability"
python,Python/SmellyUnannotated/Customer.py,Customer,Comments,Dispensables,order_drink,,,,Over-commenting explaining self-explanatory steps
python,Python/SmellyUnannotated/Drink.py,Drink,Data Class,Dispensables,Entire Class,,,,Class only stores data (`drink_type`) without meaningful behavior
python,Python/SmellyUnannotated/Drink.py,Drink,Primitive Obsession,Bloaters,create_order,,,,Uses a primitive (`string`) instead of a more expressive object for drink type
python,Python/SmellyUnannotated/Drink.py,Drink,Primitive Obsession,Bloaters,add_to_order,,,,Uses a primitive (`string`) instead of an object for order processing
python,Python/SmellyUnannotated/Drink.py,Drink,Primitive Obsession,Bloaters,confirm_order,,,,Uses a primitive (`string`) instead of an object for order confirmation
python,Python/SmellyUnannotated/Pizza.py,Pizza,Large Class,Bloaters,Entire Class,,,,"The class mixes pizza properties, customer management, complaints, and discounts, violating SRP"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `extra_cheese` instead of a more expressive construct
python,Python/SmellyUnannotated/Pizza.py,Pizza,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`customer_first_name`, `customer_last_name`, `customer_address`, etc.) that should be encapsulated"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`pizza_type`, `size`, `crust_type`, etc.)"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Pizza.py,Pizza,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Shotgun Surgery,Change Preventers,update_customer_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Pizza.py,Pizza,Shotgun Surgery,Change Preventers,update_customer_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Pizza.py,Pizza,Shotgun Surgery,Change Preventers,update_customer_address,,,,"Similar to `update_customer_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Shotgun Surgery,Change Preventers,update_customer_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Pizza.py,Pizza,Shotgun Surgery,Change Preventers,update_customer_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Pizza.py,Pizza,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Pizza.py,Pizza,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Pizza.py,Pizza,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Pizza.py,Pizza,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Pizza.py,Pizza,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Pizza.py,Pizza,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Pizza.py,Pizza,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Pizza.py,Pizza,Duplicate Code,Dispensables,duplicate_method,,,,Repeated functionality with identical operations on the same attribute
python,Python/SmellyUnannotated/Pizza.py,Pizza,Message Chains,Couplers,chain_of_methods,,,,"Excessive method chaining (`self.update_customer_address(""123 Street"")`)"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Pizza.py,Pizza,Inappropriate Intimacy,Couplers,access_internal_details,,,,"Accesses internal attributes (`self.size`, `self.dough_type`, `self.topping`)"
python,Python/SmellyUnannotated/Pizza.py,Pizza,Long Method,Bloaters,long_method,,,,"Performs multiple actions in a single method, reducing readability"
python,Python/SmellyUnannotated/Shop.py,Shop,Large Class,Bloaters,Entire Class,,,,"The class has too many responsibilities (order processing, notifications, customer management, etc.)"
python,Python/SmellyUnannotated/Shop.py,Shop,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `frequent_customer_discount` instead of a more expressive construct
python,Python/SmellyUnannotated/Shop.py,Shop,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`first_name`, `last_name`, `address`, `phone_number`, `email`) that should be encapsulated"
python,Python/SmellyUnannotated/Shop.py,Shop,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`first_name`, `last_name`, etc.)"
python,Python/SmellyUnannotated/Shop.py,Shop,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Shop.py,Shop,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Shop.py,Shop,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Shop.py,Shop,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Shop.py,Shop,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Shop.py,Shop,Shotgun Surgery,Change Preventers,update_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Shop.py,Shop,Shotgun Surgery,Change Preventers,update_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Shop.py,Shop,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Shop.py,Shop,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Shop.py,Shop,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Shop.py,Shop,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Shop.py,Shop,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Shop.py,Shop,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Shop.py,Shop,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Shop.py,Shop,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Shop.py,Shop,Message Chains,Couplers,chain_of_methods,,,,Excessive method chaining (`self.casher.chef.clean_kitchen()`)
python,Python/SmellyUnannotated/Shop.py,Shop,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Shop.py,Shop,Inappropriate Intimacy,Couplers,access_internal_details,,,,Accesses internal attributes (`self.casher.chef.busy`)
python,Python/SmellyUnannotated/Shop.py,Shop,Long Method,Bloaters,long_method,,,,"Performs multiple actions in a single method, reducing readability"
