language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Feature Envy,Couplers,orderPizza,,,,Excessive reliance on another class (`Shop`) for core functionality
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Inappropriate Intimacy,Couplers,complain,,,,Accessing another object's internal details (`Shop.casher.cleanKitchen()`)
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`Shop.casher.chef.cleanKitchen()`)
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Long Method,Bloaters,longComplaintMethod,,,,"Performs multiple actions in a single method, reducing readability"
javascript,JavaScript/SmellyUnannotated/Customer.js,Customer,Duplicate Code,Dispensables,duplicateComplaint,,,,Repeated functionality with identical operations on the same attribute
javascript,JavaScript/SmellyUnannotated/Drink.js,Drink,Data Class,Dispensables,Entire Class,,,,Class only stores data (`drinkType`) without meaningful behavior
javascript,JavaScript/SmellyUnannotated/Drink.js,Drink,Primitive Obsession,Bloaters,createOrder,,,,Uses a primitive (`string`) instead of a more expressive object for drink type
javascript,JavaScript/SmellyUnannotated/Drink.js,Drink,Primitive Obsession,Bloaters,addToOrder,,,,Uses a primitive (`string`) instead of an object for order processing
javascript,JavaScript/SmellyUnannotated/Drink.js,Drink,Primitive Obsession,Bloaters,confirmOrder,,,,Uses a primitive (`string`) instead of an object for order confirmation
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Primitive Obsession,Bloaters,constructor,,,,Using a primitive (`boolean`) for `extraCheese` instead of a more expressive construct
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Data Clumps,Bloaters,constructor,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Temporary Field,Object-Orientation Abusers,constructor,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`this.updateCustomerAddress(""123 Street"")`)"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accessing internal attributes (`this.size`, `this.doughType`, `this.topping`)"
javascript,JavaScript/SmellyUnannotated/Pizza.js,Pizza,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order processing, customer contact updates, notifications, and discounts"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Primitive Obsession,Bloaters,constructor,,,,Using a primitive (`boolean`) for `frequentCustomerDiscount` instead of a more expressive construct
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Data Clumps,Bloaters,constructor,,,,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Shotgun Surgery,Change Preventers,updateContactInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Shotgun Surgery,Change Preventers,updateName,,,,Splitting name updates across different methods instead of a single encapsulated update
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Shotgun Surgery,Change Preventers,updateAddress,,,,"Similar to `updateName`, updates should be encapsulated"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Shotgun Surgery,Change Preventers,updatePhoneNumber,,,,Separate field update that contributes to shotgun surgery
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Shotgun Surgery,Change Preventers,updateEmail,,,,Separate field update that contributes to shotgun surgery
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`this.casher.chef.cleanKitchen()`)
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing internal attributes (`this.casher.chef.busy`)
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
javascript,JavaScript/SmellyUnannotated/Shop.js,Shop,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,Method receives multiple unrelated parameters
