language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
java,Java/SmellyUnannotated/Customer.java,Customer,Inappropriate Intimacy,Couplers,complain,,,,Accessing another object's internal details (`pizzaShop.getCashier().calmCustomerDown()`)
java,Java/SmellyUnannotated/Customer.java,Customer,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`pizzaShop.getCashier().getChef().cleanKitchen()`)
java,Java/SmellyUnannotated/Customer.java,Customer,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Customer.java,Customer,Long Method,Bloaters,longComplaintMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Customer.java,Customer,Duplicate Code,Dispensables,duplicateComplaint,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Drink.java,Drink,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: drink properties, customer info, notifications, and complaints"
java,Java/SmellyUnannotated/Drink.java,Drink,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `isLargeSize` instead of a more expressive construct
java,Java/SmellyUnannotated/Drink.java,Drink,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
java,Java/SmellyUnannotated/Drink.java,Drink,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Drink.java,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Drink.java,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Drink.java,Drink,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Drink.java,Drink,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
java,Java/SmellyUnannotated/Drink.java,Drink,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
java,Java/SmellyUnannotated/Drink.java,Drink,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Drink.java,Drink,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`this.updateCustomerAddress(""456 Avenue"")`)"
java,Java/SmellyUnannotated/Drink.java,Drink,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Drink.java,Drink,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accesses internal attributes (`this.drinkType`)
java,Java/SmellyUnannotated/Drink.java,Drink,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `extraCheese` instead of a more expressive construct
java,Java/SmellyUnannotated/Pizza.java,Pizza,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Pizza.java,Pizza,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Pizza.java,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Pizza.java,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Pizza.java,Pizza,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Pizza.java,Pizza,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
java,Java/SmellyUnannotated/Pizza.java,Pizza,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
java,Java/SmellyUnannotated/Pizza.java,Pizza,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Pizza.java,Pizza,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`this.updateCustomerAddress(""123 Street"")`)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Pizza.java,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accesses internal attributes (`this.size`, `this.doughType`, `this.topping`)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Shop.java,Shop,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order processing, customer contact updates, notifications, and discounts"
java,Java/SmellyUnannotated/Shop.java,Shop,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `frequentCustomerDiscount` instead of a more expressive construct
java,Java/SmellyUnannotated/Shop.java,Shop,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
java,Java/SmellyUnannotated/Shop.java,Shop,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateContactInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateAddress,,,,"Similar to `updateName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updatePhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Shop.java,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Shop.java,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Shop.java,Shop,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Shop.java,Shop,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
