language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing another object's internal details (`this->pizza->getTopping()`)
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cleanKitchen()`)
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Chef.cpp,Chef,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
cpp,C++/SmellyUnannotated/Chef.h,Chef,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: baking, delivering, cleaning, notifications, complaints, and discounts"
cpp,C++/SmellyUnannotated/Chef.h,Chef,Primitive Obsession,Bloaters,Constructor,,,,Using a primitive (`bool`) for `extraCheese` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Chef.h,Chef,Data Clumps,Bloaters,Constructor,,,,"Grouped chef details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
cpp,C++/SmellyUnannotated/Chef.h,Chef,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Chef.h,Chef,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Chef.h,Chef,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Chef.h,Chef,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Chef.h,Chef,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Chef.h,Chef,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Chef.h,Chef,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Chef.h,Chef,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Chef.h,Chef,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing another object's internal details (`this->pizza->getTopping()`)
cpp,C++/SmellyUnannotated/Chef.h,Chef,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cleanKitchen()`)
cpp,C++/SmellyUnannotated/Chef.h,Chef,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Chef.h,Chef,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Chef.h,Chef,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: ordering, complaints, contact updates, notifications, and discounts"
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Primitive Obsession,Bloaters,Constructor,,,,Using a primitive (`bool`) for `frequentCustomerDiscount` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Feature Envy,Couplers,orderPizza,,,,Excessive reliance on another class (`pizzaShop`) for core functionality
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing another object's internal details (`pizzaShop->getCashier()->hurryUpChef()`)
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`pizzaShop->getCashier()->hurryUpChef()`)
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Customer.cpp,Customer,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
cpp,C++/SmellyUnannotated/Customer.h,Customer,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: ordering, complaints, contact updates, notifications, and discounts"
cpp,C++/SmellyUnannotated/Customer.h,Customer,Primitive Obsession,Bloaters,Constructor,,,,Using a primitive (`bool`) for `frequentCustomerDiscount` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Customer.h,Customer,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
cpp,C++/SmellyUnannotated/Customer.h,Customer,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Customer.h,Customer,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Customer.h,Customer,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Customer.h,Customer,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Customer.h,Customer,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Customer.h,Customer,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Customer.h,Customer,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Customer.h,Customer,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Customer.h,Customer,Feature Envy,Couplers,orderPizza,,,,Excessive reliance on another class (`pizzaShop`) for core functionality
cpp,C++/SmellyUnannotated/Customer.h,Customer,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing another object's internal details (`pizzaShop->getCashier()->hurryUpChef()`)
cpp,C++/SmellyUnannotated/Customer.h,Customer,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`pizzaShop->getCashier()->hurryUpChef()`)
cpp,C++/SmellyUnannotated/Customer.h,Customer,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Customer.h,Customer,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Customer.h,Customer,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: drink properties, customer info, promotions, and complaints"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Primitive Obsession,Bloaters,Constructor,,,,Using primitive (`bool`) for `ice` and `lemon` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`drinkType`, `size`, `ice`, `lemon`, `discountCode`)"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Temporary Field,Object-Orientation Abusers,Constructor,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cleanup()`)
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accessing internal attributes (`size`, `drinkType`)"
cpp,C++/SmellyUnannotated/Drink.cpp,Drink,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: drink properties, customer info, promotions, and complaints"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Primitive Obsession,Bloaters,Constructor,,,,Using primitive (`bool`) for `ice` and `lemon` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Drink.h,Drink,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`drinkType`, `size`, `ice`, `lemon`, `discountCode`)"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Drink.h,Drink,Temporary Field,Object-Orientation Abusers,Constructor,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Drink.h,Drink,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Drink.h,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Drink.h,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Drink.h,Drink,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Drink.h,Drink,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Drink.h,Drink,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`cleanup()`)
cpp,C++/SmellyUnannotated/Drink.h,Drink,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Drink.h,Drink,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accessing internal attributes (`size`, `drinkType`)"
cpp,C++/SmellyUnannotated/Drink.h,Drink,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Primitive Obsession,Bloaters,Constructor,,,,Using a primitive (`bool`) for `extraCheese` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Temporary Field,Object-Orientation Abusers,Constructor,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`updateCustomerAddress(""123 Street"")`)"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accessing internal attributes (`size`, `doughType`, `topping`)"
cpp,C++/SmellyUnannotated/Pizza.cpp,Pizza,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Primitive Obsession,Bloaters,Constructor,,,,Using a primitive (`bool`) for `extraCheese` instead of a more expressive construct
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Data Clumps,Bloaters,Constructor,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Temporary Field,Object-Orientation Abusers,Constructor,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`updateCustomerAddress(""123 Street"")`)"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accessing internal attributes (`size`, `doughType`, `topping`)"
cpp,C++/SmellyUnannotated/Pizza.h,Pizza,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order processing, cashier interactions, and pizza creation"
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Switch Statements,Object-Orientation Abusers,createPizza,,,,Overuse of if-else statements to create different pizza types
cpp,C++/SmellyUnannotated/Shop.cpp,Shop,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accessing internal attributes of `Cashier` (`cashier->getChef()->isBusy()`)
