language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
java,Java/SmellyUnannotated/Customer.java,Customer,Inappropriate Intimacy,Couplers,complain,,,,Accessing another object's internal details (`pizzaShop.getCashier().calmCustomerDown()`)
java,Java/SmellyUnannotated/Customer.java,Customer,Message Chains,Couplers,chainOfMethods,,,,Excessive method chaining (`pizzaShop.getCashier().getChef().cleanKitchen()`)
java,Java/SmellyUnannotated/Customer.java,Customer,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Customer.java,Customer,Long Method,Bloaters,longComplaintMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Customer.java,Customer,Duplicate Code,Dispensables,duplicateComplaint,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Drink.java,Drink,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: drink properties, customer info, notifications, and complaints"
java,Java/SmellyUnannotated/Drink.java,Drink,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `isLargeSize` instead of a more expressive construct
java,Java/SmellyUnannotated/Drink.java,Drink,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
java,Java/SmellyUnannotated/Drink.java,Drink,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Drink.java,Drink,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Drink.java,Drink,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Drink.java,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Drink.java,Drink,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Drink.java,Drink,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Drink.java,Drink,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
java,Java/SmellyUnannotated/Drink.java,Drink,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
java,Java/SmellyUnannotated/Drink.java,Drink,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Drink.java,Drink,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`this.updateCustomerAddress(""456 Avenue"")`)"
java,Java/SmellyUnannotated/Drink.java,Drink,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Drink.java,Drink,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,Accesses internal attributes (`this.drinkType`)
java,Java/SmellyUnannotated/Drink.java,Drink,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: pizza properties, customer info, notifications, and complaints"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `extraCheese` instead of a more expressive construct
java,Java/SmellyUnannotated/Pizza.java,Pizza,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`customerFirstName`, `customerLastName`, `customerAddress`, etc.) should be encapsulated"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,,,,"Method receives multiple unrelated parameters (`pizzaType`, `size`, `crustType`, etc.)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Pizza.java,Pizza,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`tempDiscountCode`, `tempOrderNote`) used only under specific conditions"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,,,,"Similar to `updateCustomerName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Pizza.java,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Pizza.java,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Pizza.java,Pizza,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Pizza.java,Pizza,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Pizza.java,Pizza,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
java,Java/SmellyUnannotated/Pizza.java,Pizza,Dead Code,Dispensables,yetAnotherUnusedMethod,,,,Another unused method
java,Java/SmellyUnannotated/Pizza.java,Pizza,Duplicate Code,Dispensables,duplicateMethod,,,,Repeated functionality with identical operations on the same attribute
java,Java/SmellyUnannotated/Pizza.java,Pizza,Message Chains,Couplers,chainOfMethods,,,,"Excessive method chaining (`this.updateCustomerAddress(""123 Street"")`)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Middle Man,Couplers,middlemanMethod,,,,Delegates work without adding value
java,Java/SmellyUnannotated/Pizza.java,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,,,,"Accesses internal attributes (`this.size`, `this.doughType`, `this.topping`)"
java,Java/SmellyUnannotated/Pizza.java,Pizza,Long Method,Bloaters,longMethod,,,,"Performs multiple actions in a single method, reducing readability"
java,Java/SmellyUnannotated/Shop.java,Shop,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order processing, customer contact updates, notifications, and discounts"
java,Java/SmellyUnannotated/Shop.java,Shop,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`boolean`) for `frequentCustomerDiscount` instead of a more expressive construct
java,Java/SmellyUnannotated/Shop.java,Shop,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`firstName`, `lastName`, `address`, `phoneNumber`, `email`) should be encapsulated"
java,Java/SmellyUnannotated/Shop.java,Shop,Switch Statements,Object-Orientation Abusers,handleComplaint,,,,Overuse of if-else statements to handle different complaints
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateContactInfo,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateName,,,,Splitting name updates across different methods instead of a single encapsulated update
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateAddress,,,,"Similar to `updateName`, updates should be encapsulated"
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updatePhoneNumber,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Shop.java,Shop,Shotgun Surgery,Change Preventers,updateEmail,,,,Separate field update that contributes to shotgun surgery
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForPromotion,,,,Multiple notification methods each handling separate concerns
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForDiscount,,,,"Related to `notifyForPromotion`, but managed separately"
java,Java/SmellyUnannotated/Shop.java,Shop,Divergent Change,Change Preventers,notifyForNewArrivals,,,,Another notification method that should be unified
java,Java/SmellyUnannotated/Shop.java,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyDiscount,,,,Parallel implementation of discount and loyalty points logic
java,Java/SmellyUnannotated/Shop.java,Shop,Parallel Inheritance Hierarchies,Change Preventers,applyLoyaltyPoints,,,,Another parallel logic similar to `applyDiscount`
java,Java/SmellyUnannotated/Shop.java,Shop,Speculative Generality,Dispensables,askForReceipt,,,,Method is present but never used in any flow
java,Java/SmellyUnannotated/Shop.java,Shop,Dead Code,Dispensables,anotherUnusedMethod,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Cashier.py,Cashier,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: order taking, complaints, discounts, customer contact, and deliveries"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `frequent_customer_discount` instead of a more expressive construct
python,Python/SmellyUnannotated/Cashier.py,Cashier,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`first_name`, `last_name`, `address`, `phone_number`, `email`) should be encapsulated"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`pizza_type`, `size`, `crust_type`, etc.)"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Cashier.py,Cashier,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Refused Bequest,Object-Orientation Abusers,refused_bequest,,,,Method is meant for inheritance but is empty
python,Python/SmellyUnannotated/Cashier.py,Cashier,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Cashier.py,Cashier,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Cashier.py,Cashier,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Shotgun Surgery,Change Preventers,update_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Cashier.py,Cashier,Shotgun Surgery,Change Preventers,update_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Cashier.py,Cashier,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Cashier.py,Cashier,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Cashier.py,Cashier,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Cashier.py,Cashier,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Cashier.py,Cashier,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Cashier.py,Cashier,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Cashier.py,Cashier,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Cashier.py,Cashier,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Cashier.py,Cashier,Duplicate Code,Dispensables,duplicate_method,,,,Repeated functionality with identical operations on the same attribute
python,Python/SmellyUnannotated/Cashier.py,Cashier,Feature Envy,Couplers,take_order,,,,Excessive reliance on another class (`chef`) for core functionality
python,Python/SmellyUnannotated/Cashier.py,Cashier,Inappropriate Intimacy,Couplers,calm_customer_down,,,,Accessing internal methods of `chef` (`clean_kitchen()`)
python,Python/SmellyUnannotated/Cashier.py,Cashier,Message Chains,Couplers,chain_of_methods,,,,Excessive method chaining (`self.chef.clean_kitchen()`)
python,Python/SmellyUnannotated/Cashier.py,Cashier,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Cashier.py,Cashier,Long Method,Bloaters,long_method,,,,"Performs multiple actions in a single method, reducing readability"
python,Python/SmellyUnannotated/Chef.py,Chef,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: baking, delivering, cleaning, notifications, complaints, and discounts"
python,Python/SmellyUnannotated/Chef.py,Chef,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `frequent_customer_discount` instead of a more expressive construct
python,Python/SmellyUnannotated/Chef.py,Chef,Data Clumps,Bloaters,__init__,,,,"Grouped chef details (`first_name`, `last_name`, `address`, `phone_number`, `email`) should be encapsulated"
python,Python/SmellyUnannotated/Chef.py,Chef,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`pizza_type`, `size`, `crust_type`, etc.)"
python,Python/SmellyUnannotated/Chef.py,Chef,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Chef.py,Chef,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Chef.py,Chef,Refused Bequest,Object-Orientation Abusers,refused_bequest,,,,Method is meant for inheritance but is empty
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_phone_number,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Chef.py,Chef,Shotgun Surgery,Change Preventers,update_email,,,,Separate field update that contributes to shotgun surgery
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_promotion,,,,Multiple notification methods each handling separate concerns
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_discount,,,,"Related to `notify_for_promotion`, but managed separately"
python,Python/SmellyUnannotated/Chef.py,Chef,Divergent Change,Change Preventers,notify_for_new_arrivals,,,,Another notification method that should be unified
python,Python/SmellyUnannotated/Chef.py,Chef,Parallel Inheritance Hierarchies,Change Preventers,apply_discount,,,,Parallel implementation of discount and loyalty points logic
python,Python/SmellyUnannotated/Chef.py,Chef,Parallel Inheritance Hierarchies,Change Preventers,apply_loyalty_points,,,,Another parallel logic similar to `apply_discount`
python,Python/SmellyUnannotated/Chef.py,Chef,Speculative Generality,Dispensables,ask_for_receipt,,,,Method is present but never used in any flow
python,Python/SmellyUnannotated/Chef.py,Chef,Dead Code,Dispensables,another_unused_method,,,,Unused method that can be removed
python,Python/SmellyUnannotated/Chef.py,Chef,Dead Code,Dispensables,yet_another_unused_method,,,,Another unused method
python,Python/SmellyUnannotated/Chef.py,Chef,Duplicate Code,Dispensables,duplicate_method,,,,Repeated functionality with identical operations on the same attribute
python,Python/SmellyUnannotated/Chef.py,Chef,Inappropriate Intimacy,Couplers,access_internal_details,,,,Accesses internal details of the `Pizza` object directly
python,Python/SmellyUnannotated/Chef.py,Chef,Message Chains,Couplers,chain_of_methods,,,,Excessive method chaining (`self.clean_kitchen()`)
python,Python/SmellyUnannotated/Chef.py,Chef,Middle Man,Couplers,middleman_method,,,,Delegates work without adding value
python,Python/SmellyUnannotated/Chef.py,Chef,Long Method,Bloaters,long_method,,,,"Performs multiple actions in a single method, reducing readability"
python,Python/SmellyUnannotated/Customer.py,Customer,Large Class,Bloaters,Entire Class,,,,"The class handles multiple responsibilities: ordering, complaints, contact updates, notifications, and discounts"
python,Python/SmellyUnannotated/Customer.py,Customer,Primitive Obsession,Bloaters,__init__,,,,Using a primitive (`bool`) for `frequent_customer_discount` instead of a more expressive construct
python,Python/SmellyUnannotated/Customer.py,Customer,Data Clumps,Bloaters,__init__,,,,"Grouped customer details (`first_name`, `last_name`, `address`, `phone_number`, `email`) should be encapsulated"
python,Python/SmellyUnannotated/Customer.py,Customer,Long Parameter List,Bloaters,order_with_unnecessary_details,,,,"Method receives multiple unrelated parameters (`pizza_type`, `size`, `crust_type`, etc.)"
python,Python/SmellyUnannotated/Customer.py,Customer,Switch Statements,Object-Orientation Abusers,handle_complaint,,,,Overuse of if-else statements to handle different complaints
python,Python/SmellyUnannotated/Customer.py,Customer,Temporary Field,Object-Orientation Abusers,__init__,,,,"Fields (`temp_discount_code`, `temp_order_note`) used only under specific conditions"
python,Python/SmellyUnannotated/Customer.py,Customer,Refused Bequest,Object-Orientation Abusers,refused_bequest,,,,Method is meant for inheritance but is empty
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_contact_info,,,,Multiple update methods modifying individual fields instead of a single encapsulated update
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_name,,,,Splitting name updates across different methods instead of a single encapsulated update
python,Python/SmellyUnannotated/Customer.py,Customer,Shotgun Surgery,Change Preventers,update_address,,,,"Similar to `update_name`, updates should be encapsulated"
