language,file_path,class_name,smell_type,category,method,line_start,line_end,annotation_kind,evidence
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerInfo,39,45,block,    // Shotgun Surgery
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerName,48,51,block,    // Shotgun Surgery
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerAddress,54,56,block,    // Shotgun Surgery
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerPhoneNumber,59,61,block,    // Shotgun Surgery
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Shotgun Surgery,Change Preventers,updateCustomerEmail,64,66,block,    // Shotgun Surgery
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForPromotion,69,71,block,    // Divergent Change
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForDiscount,74,76,block,    // Divergent Change
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Divergent Change,Change Preventers,notifyForNewArrivals,79,81,block,    // Divergent Change
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Parallel Inheritance Hierarchies,Object-Orientation Abusers,applyDiscount,84,86,block,    // Parallel Inheritance Hierarchies
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Parallel Inheritance Hierarchies,Object-Orientation Abusers,applyLoyaltyPoints,89,91,block,    // Parallel Inheritance Hierarchies
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Switch Statements,Object-Orientation Abusers,handleComplaint,94,97,method-scope,    // Switch Statements
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Speculative Generality,Dispensables,askForReceipt,107,109,block,    // Speculative Generality
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Dead Code,Dispensables,anotherUnusedMethod,112,113,block,    // Dead Code
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Long Method,Bloaters,longMethod,116,128,block,    // Long Method
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Long Parameter List,Bloaters,orderWithUnnecessaryDetails,131,137,block,    // Long Parameter List
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Duplicate Code,Dispensables,duplicateMethod,140,144,block,    // Duplicate Code
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Message Chains,Couplers,chainOfMethods,147,150,block,    // Message Chain
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Middle Man,Couplers,middlemanMethod,153,156,block,    // Middle Man
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Inappropriate Intimacy,Couplers,accessInternalDetails,168,170,block,    // Inappropriate Intimacy
cpp,C++/SmellyAnnotated/Pizza.cpp,Pizza,Refused Bequest,Object-Orientation Abusers,refusedBequest,173,174,block,    // Refused Bequest
cpp,C++/SmellyAnnotated/Pizza.h,Pizza,Primitive Obsession,Bloaters,Entire Class,56,57,block,    // Primitive Obsession
cpp,C++/SmellyAnnotated/Pizza.h,Pizza,Data Clumps,Bloaters,Entire Class,59,64,block,    // Data Clumps
cpp,C++/SmellyAnnotated/Pizza.h,Pizza,Temporary Field,Object-Orientation Abusers,Entire Class,66,69,block,    // Temporary Fields
cpp,C++/SmellyAnnotated/Shop.cpp,Shop,Inappropriate Intimacy,Couplers,accessInternalDetails,45,47,block,    // Inappropriate Intimacy
cpp,C++/SmellyAnnotated/Shop.h,Shop,Primitive Obsession,Bloaters,Entire Class,49,50,block,    // Primitive Obsession
cpp,C++/SmellyAnnotated/Shop.h,Shop,Data Clumps,Bloaters,Entire Class,52,57,block,    // Data Clumps
cpp,C++/SmellyAnnotated/Shop.h,Shop,Temporary Field,Object-Orientation Abusers,Entire Class,59,62,block,    // Temporary Fields
